n,price,rooms,meters,address
0,7100,5.5,188,"Pilatusstrasse 7, 8032 Zürich"
1,3000,3.5,90,"Michael-Maggi-Strasse 10, 8046 Zürich"
2,6093,3.5,94,"Hochstrasse 73, 8044 Zürich"
3,2890,2.5,74,"Badenerstrasse 682, 8048 Zürich"
4,3090,2.5,66,"Anna-Heer-Strasse 14, 8057 Zürich"
5,3550,3.5,78,"Anna-Heer-Strasse 14, 8057 Zürich"
6,3550,3.5,78,"Anna-Heer-Strasse 12, 8057 Zürich"
7,3220,3.5,74,"Anna-Heer-Strasse 16, 8057 Zürich"
8,2480,2.5,53,"Anna-Heer-Strasse 12, 8057 Zürich"
9,2128,2.5,57,"Saumackerstrasse 28, 8048 Zürich"
10,3090,2.5,83,"Badenerstrasse 682, 8048 Zürich"
11,2230,1.5,23,"Siewerdtstrasse 75, 8050 Zürich"
12,4440,3.5,74,"Freiestrasse 123, 8032 Zürich"
13,5130,4.5,135,"Zentralstrasse 78, 8003 Zürich"
14,2750,2.0,0,"Rotwandstrasse 66, 8004 Zürich"
15,3828,2.5,0,"Rotwandstrasse 66, 8004 Zürich"
16,2625,2.5,67,"Hagenholzstrasse 55, 8050 Zürich"
17,2545,2.5,67,"Hagenholzstrasse 55, 8050 Zürich"
18,3080,3.5,86,"Hagenholzstrasse 55, 8050 Zürich"
19,3080,3.5,86,"Hagenholzstrasse 55, 8050 Zürich"
20,3995,2.5,105,"Pfingstweidstrasse 98, 8005 Zürich"
21,4867,5.5,128,"Käferholzstrasse 48, 8057 Zürich"
22,5870,4.5,90,"Kreuzstrasse 78, 8032 Zürich"
23,3385,3.5,88,"Allmannstrasse 55, 8052 Zürich"
24,2300,1.0,22,"Rotwandstrasse 66, 8004 Zürich"
25,1342,1.0,21,"Brown Boveri Strasse 7, 8001 Zürich"
26,2300,1.0,22,"Rotwandstrasse 66, 8004 Zürich"
27,2950,2.0,36,"Rotwandstrasse 66, 8004 Zürich"
28,1600,1.5,40,"Müllerstrasse 76, 8004 Zürich"
29,2900,4.5,93,"Baumackerstrasse 45, 8050 Zürich"
30,2545,2.5,63,"Käferholzstrasse 44, 8057 Zürich"
31,1840,1.0,17,"Rotbuchstrasse 9, 8006 Zürich"
32,2165,1.0,23,"Militärstrasse 106, 8004 Zürich"
33,3025,3.5,73,"Buchholzstrasse 19, 8053 Zürich"
34,3940,2.5,81,"Mythenquai 353, 8038 Zürich"
35,1450,1.0,41,"Morgartenstrasse, 8004 Zürich"
36,2425,2.5,57,"Buchholzstrasse 17, 8053 Zürich"
37,4225,3.5,84,"Buchholzstrasse 15, 8053 Zürich"
38,3850,4.5,103,"Katzenbachstrasse 239, 8052 Zürich"
39,3010,3.5,82,"Katzenbachstrasse 239, 8052 Zürich"
40,4630,2.5,113,"Mythenquai 353, 8038 Zürich"
41,9750,0.0,136,"Bahnhofstrasse 65, 8001 Zürich"
42,3120,2.5,60,"Zeughausstrasse 3, 8004 Zürich"
43,4735,7.5,180,"Hardturmstrasse, 8005 Zürich"
44,3460,3.0,70,"Kyburgstrasse 27, 8037 Zürich"
45,7800,4.5,147,"Löwenstrasse 16, 8001 Zürich"
46,4320,3.5,140,"Pfingstweidstrasse 104, 8005 Zürich"
47,3190,2.0,60,"Zinistrasse 9, 8004 Zürich"
48,5500,3.5,107,"Spyristrasse 32, 8044 Zürich"
49,5750,4.5,146,"Zürichbergstrasse 51, 8044 Zürich"
50,3450,3.0,70,"Bucheggstrasse 133, 8057 Zürich"
51,5600,3.5,115,"Billoweg 3, 8038 Zürich"
52,4070,3.5,90,"Sempacherstrasse 37, 8032 Zürich"
53,4700,3.5,116,"Haldenstrasse 8, 8045 Zürich"
54,3934,3.5,104,"Wehntalerstrasse 59, 8057 Zürich"
55,4350,5.5,160,"Heinrich-Wolff-Strasse 10, 8046 Zürich"
56,2280,2.5,62,"Seebacherstrasse 36, 8052 Zürich"
57,2980,3.0,63,"Agnesstrasse 47, 8004 Zürich"
58,3640,4.5,89,"Libellenweg 9, 8048 Zürich"
59,4070,4.5,108,"Am Oeschbrig 5, 8053 Zürich"
60,2300,3.5,70,"Ringstrasse 70, 8057 Zürich"
61,3950,3.5,80,"Sprecherstrasse 5, 8032 Zürich"
62,3900,3.5,79,"Hammerstrasse 33, 8008 Zürich"
63,4400,3.5,93,"Niederdorfstrasse 37, 8001 Zürich"
64,5000,5.5,120,"Schwingerstrasse 7, 8006 Zürich"
65,2990,3.5,111,"Riedgrabenweg 5, 8050 Zürich"
66,3505,3.0,72,"Seestrasse 436, 8038 Zürich"
67,6450,5.5,135,"Stauffacherstrasse 26, 8004 Zürich"
68,7370,3.5,129,"Hufgasse 11, 8008 Zürich"
69,5100,4.5,112,"Hölderlinsteig 2, 8032 Zürich"
70,2030,2.5,60,"Wehntalerstrasse 441, 8046 Zürich"
71,4450,4.5,145,"Am Oeschbrig 34, 8053 Zürich"
72,4083,3.5,107,"Lessingstrasse 3, 8002 Zürich"
73,1950,3.5,85,"Alfred-Escher-Strasse 70, 8002 Zurigo"
74,2560,3.5,103,"Zürichstrasse 87, 8053 Zürich"
75,3950,3.5,100,"Rötelstrasse 109, 8037 Zürich"
76,3950,3.0,90,"Hammerstrasse 11, 8008 Zürich"
77,5990,5.5,138,"Zollikerstrasse 247, 8008 Zürich"
78,6300,4.5,130,"Wiesenstrasse 14, 8008 Zürich"
79,9050,7.5,250,"Feldeggstrasse 80, 8008 Zürich"
80,3650,4.5,130,"Michael-Maggi Strasse 1, 8046 Zürich"
81,2930,2.5,0,"Brinerstrasse 2, 8003 Zürich"
82,4800,3.5,107,"Kanzleistrasse 3, 8004 Zürich"
83,4350,5.0,111,"Rebbergstrasse 1, 8037 Zürich"
84,3950,2.5,86,"Höschgasse 83, 8008 Zürich"
85,3850,3.5,83,"Luisenstrasse 33, 8005 Zürich"
86,4195,2.0,76,"Bellerivestrasse 17, 8008 Zürich"
87,6500,3.0,128,"Pfingstweidstrasse 98, 8005 Zürich"
88,4695,4.5,130,"Rindermarkt 12, 8001 Zürich"
89,2700,3.5,88,"Kürbergstrasse 29, 8049 Zürich"
90,6050,4.0,128,"Lessingstrasse 9, 8002 Zürich"
91,3900,3.5,103,"Glaubtenstrasse 7, 8046 Zürich"
92,6150,6.5,170,"Hügelstrasse 12, 8002 Zürich"
93,3246,3.5,90,"Buckhauserstrasse 49, 8048 Zürich"
94,2670,2.5,55,"Promenadengasse 19, 8001 Zürich"
95,5350,4.0,0,"Rosenbühlstrasse 30, 8044 Zürich"
96,3387,2.5,80,"Schweighofstrasse, 8055 Zurigo"
97,4180,4.0,110,"Clausiusstrasse, 8006 Zürich"
98,2650,2.0,52,"Eichbühlstrasse 64, 8004 Zürich"
99,2650,2.0,55,"Eichbühlstrasse 64, 8004 Zürich"
100,5200,5.0,113,"Hofackerstrasse 15, 8032 Zürich"
101,1840,1.0,17,"Rotbuchstrasse 9, 8006 Zürich"
102,4110,3.5,114,"Käferholzstrasse 32, 8057 Zürich"
103,4175,3.5,76,"Siewerdtstrasse 105, 8050 Zürich"
104,10800,7.0,295,"Streulistrasse 19, 8032 Zürich"
105,2000,2.0,0,"Seebacherstrasse 66, 8052 Zürich"
106,2975,3.5,80,"70 Meientalstrasse, 8048 Zürich"
107,3550,3.5,87,"Leutschenbachstrasse 40, 8050 Zürich"
108,3040,5.5,128,"Regensdorferstrasse, 8049 Zürich"
110,2790,3.5,70,"Diggelmannstrasse 27, 8047 Zürich"
111,2200,2.0,55,"Stapferstrasse 16, 8006 Zürich"
112,5261,5.5,119,"Agnesstrasse 2, 8004 Zürich"
113,2210,2.5,53,"Hofwiesenstrasse 12, 8057 Zürich"
114,2998,3.5,130,"Michael-Maggi-Strasse 22, 8046 Zürich"
115,3230,3.5,101,"Glatttalstrasse 37, 8052 Zürich"
116,2940,2.5,59,"Siewerdtstrasse 105, 8050 Zürich"
117,2780,3.5,70,"Birmensdorferstrasse 390, 8055 Zürich"
118,8881,6.5,250,"8044 Zürich"
119,3160,3.0,88,"Eibenstrasse 5, 8045 Zürich"
120,3100,2.5,60,"Turbinenstrasse 31, 8005 Zürich"
121,1794,2.0,50,"Riedgrabenweg 39, 8050 Zürich"
122,2480,3.5,86,"Im Mittelleimbach 22, 8041 Zürich"
123,3500,3.5,86,"Hammerstrasse 38, 8008 Zürich"
124,2690,2.5,60,"Butzenstrasse 4, 8038 Zürich"
125,3984,2.5,150,"Feldstrasse 43, 8004 Zürich"
126,2470,3.5,60,"Hürststrasse 6, 8046 Zürich"
127,4140,4.5,110,"Birmensdorferstrasse 93, 8003 Zürich"
128,3935,3.5,81,"Lessingstrasse 41, 8002 Zürich"
129,5750,6.5,167,"8048 Zürich"
130,3355,3.0,63,"Hegibachstrasse 51, 8032 Zürich"
131,2580,2.0,49,"Moosstrasse 39, 8038 Zürich"
132,4175,3.5,81,"Lessingstrasse 41, 8002 Zürich"
133,4070,3.5,81,"Lessingstrasse 41, 8002 Zürich"
134,3000,2.5,65,"Brandschenkestrasse 76, 8002 Zürich"
135,1400,5.5,13,"Weinbergstrasse 164, 8006 Zürich"
136,3790,2.5,83,"Hufgasse 19, 8008 Zürich"
137,3116,3.5,72,"Hottingerstrasse 38, 8032 Zürich"
138,1805,1.5,30,"Marktgasse, 8001 Zürich"
139,2680,2.0,52,"8038 Zürich"
140,4300,4.5,133,"Frohburgstrasse, 8057 Zürich"
141,3935,3.5,110,"Zentralstrasse, 8003 Zürich"
142,4500,4.5,90,"Hammerstrasse 42, 8008 Zürich"
143,3995,5.5,112,"Kirchenfeld 55, 8052 Zürich"
144,2950,2.5,54,"Dufourstrasse 71, 8008 Zürich"
145,2645,3.5,80,"Kirchenfeld 59, 8052 Zürich"
146,2720,3.5,0,"Zentralstrasse, 8003 Zürich"
147,2690,2.5,54,"Winzerstrasse 65, 8049 Zürich"
148,3950,2.5,100,"8008 Zürich"
149,5400,4.5,152,"8032 Zürich"
150,2290,1.5,26,"Bäckerstrasse 10, 8004 Zürich"
152,3370,3.5,92,"Münstergasse 9, 8001 Zürich"
153,3250,2.5,61,"Jakob-Fügli-Strasse 2, 8048 Zürich"
154,2750,2.5,70,"Stettbacherrain 12, 8051 Zürich"
155,3470,2.5,85,"Regensdorferstrasse 70B, 8049 Zürich"
156,3980,2.5,54,"Müllerstrasse 57, 8004 Zürich"
157,3570,3.5,96,"Brauerstrasse 4, 8004 Zürich"
158,2850,2.5,71,"Stettbacherrain 16, 8051 Zürich"
159,2990,2.5,79,"Badenerstrasse 843, 8048 Zürich"
160,2950,2.5,69,"Stettbacherrain 16, 8051 Zürich"
161,2890,2.5,71,"Vorhaldenstrasse 17, 8049 Zürich"
162,3340,3.5,80,"Vorhaldenstrasse 17, 8049 Zürich"
163,5485,3.5,152,"Etzelstrasse 3, 8038 Zürich"
164,5940,5.5,127,"General Wille-Strasse 8, 8002 Zürich"
165,6300,3.5,108,"Hofwiesenstrasse 360, 8050 Zürich"
166,4400,3.0,102,"Pfirsichstrasse 7, 8006 Zürich"
167,3780,2.5,109,"Forchstrasse 261, 8032 Zürich"
168,3890,4.5,116,"Stettbacherrain 16, 8051 Zürich"
169,3150,2.5,66,"Stettbacherrain 12, 8051 Zürich"
170,3090,2.5,60,"Birmensdorferstrasse 315, 8055 Zürich"
171,3590,2.5,73,"Schöntalstrasse 20, 8004 Zürich"
172,0,6.5,515,"Dianastrasse 5, 8002 Zürich"
173,2430,3.0,81,"Alfred Escher-Str. 34, 8002 Zürich"
174,4250,3.0,91,"Baslerstrasse 77, 8048 Zürich"
175,3204,2.5,78,"Weinbergstrasse 161, 8006 Zürich"
176,5700,3.5,172,"Zwingliplatz 3, 8001 Zürich"
177,4450,3.5,87,"Ziegeleiweg 12, 8055 Zürich"
178,6980,6.0,0,"Freiestrasse 88, 8032 Zürich"
179,4890,3.5,173,"Albulastrasse 60, 8048 Zürich"
180,3690,2.5,110,"Albulastrasse 60, 8048 Zürich"
181,4780,4.5,132,"Dachslernstrasse 184, 8048 Zürich"
182,3440,3.5,87,"Eugen-Huber-Str. 113, 8048 Zürich"
183,3922,3.5,109,"Leutschenbachstrasse 50/50a, 8050 Zürich"
184,4490,3.5,89,"Ziegeleiweg 14, 8055 Zürich"
185,4490,4.5,117,"Segnesstrasse 12, 8048 Zürich"
186,3590,3.5,101,"Segnesstrasse 8, 8048 Zürich"
187,3601,2.0,81,"Haldenstrasse 14, 8045 Zürich"
188,3780,3.5,86,"Ziegeleiweg 14, 8055 Zürich"
189,3004,4.0,89,"Seestrasse 314, 8038 Zürich"
190,4254,4.5,117,"Käferholzstrasse 60, 8057 Zürich"
191,2950,3.5,92,"Segnesstrasse 9, 8048 Zürich"
192,2125,1.0,23,"Steinstrasse 27, 8003 Zürich"
193,4320,4.5,123,"Birchstrasse 183B, 8050 Zürich"
194,3530,4.0,0,"Schöntalstrasse 31, 8004 Zürich"
195,4680,4.0,110,"Zollikerstr. 23, 8008 Zürich"
196,2560,2.5,53,"Vorhaldenstrasse 17, 8049 Zürich"
197,3990,3.5,82,"Birmensdorferstrasse 315, 8055 Zürich"
198,3990,3.5,83,"Birmensdorferstrasse 313, 8055 Zürich"
199,3890,3.5,78,"Birmensdorferstrasse 313, 8055 Zürich"
200,2340,1.5,53,"Badenerstrasse 686, 8048 Zürich"
201,2930,2.5,75,"Badenerstrasse 682, 8048 Zürich"
202,3150,2.5,82,"Badenerstrasse 682, 8048 Zürich"
203,2590,1.0,141,"Hagenholzstrasse 100, 8050 Zürich"
204,2500,4.0,91,"Samariterstrasse 8, 8032 Zürich"
205,3950,3.5,93,"Ackerstrasse 12, 8005 Zürich"
206,2615,3.5,99,"Geeringstr. 87, 8049 Zürich"
207,3120,2.5,55,"Brahmsstrasse 23, 8003 Zürich"
208,4740,3.5,108,"Badenerstr. 157, 8004 Zürich"
209,2610,1.5,83,"Hohlstr. 511, 8048 Zürich"
210,3600,2.5,86,"Neuhausstrasse 11, 8044 Zürich"
211,5300,5.5,0,"Rieterstrasse 48, 8002 Zürich"
212,3950,2.5,100,"Segnesstrasse 14, 8048 Zürich"
213,3760,3.5,93,"Segnesstrasse 14, 8048 Zürich"
214,3490,3.5,85,"Segnesstrasse 10, 8048 Zürich"
215,3431,2.0,70,"Baslerstrasse 77, 8048 Zürich"
216,2270,4.0,101,"Bauhallengasse 11, 8004 Zürich"
217,2640,2.5,73,"Wibichstrasse 33, 8037 Zürich"
218,4660,2.5,80,"Zeltweg 68, 8032 Zürich"
219,5180,2.5,89,"Zeltweg 68, 8032 Zürich"
220,4970,2.5,107,"Kinkelstrasse 38, 8006 Zürich"
221,2990,2.5,58,"Segnesstrasse 10, 8048 Zürich"
222,4017,4.5,116,"Trichtenhausenstrasse 84, 8053 Zürich"
223,3560,3.5,107,"Spindelstrasse 9, 8041 Zürich"
224,3360,3.5,104,"Spindelstrasse 7, 8041 Zürich"
225,8980,4.5,161,"General Guisan-Quai 36, 8002 Zürich"
226,1600,1.5,23,"Viktoriastrasse 29, 8057 Zürich"
227,3693,3.5,114,"Binzallee 39, 8055 Zürich"
228,2489,3.5,75,"Seestrasse 345, 8038 Zürich"
229,2106,3.5,78,"Buchholzstrasse 110, 8053 Zürich"
230,3220,3.0,88,"Hadlaubstrasse 34, 8044 Zürich"
231,510,1.5,23,"Siewerdtstrasse 75, 8050 Zürich"
232,2450,2.5,60,"Tramstrasse 24, 8050 Zürich"
233,3950,3.5,88,"Ackerstrasse 12, 8005 Zürich"
234,4600,3.5,145,"Asylstrasse 71, 8032 Zürich"
235,3340,2.5,91,"Pfingstweidstrasse 104, 8005 Zürich"
236,2370,2.5,50,"Seebacherstrasse 64, 8052 Zürich"
237,3065,3.5,101,"Maneggpromenade 150, 8041 Zürich"
238,3840,3.5,98,"Badenerstrasse 686, 8048 Zürich"
239,4310,3.5,107,"August-Forel-Strasse 23, 8008 Zürich"
240,2959,2.5,63,"Südstrasse 3, 8008 Zürich"
241,3575,2.5,70,"Hügelstr. 8, 8002 Zürich"
242,3850,4.0,90,"Waffenplatzstrasse 82, 8002 Zürich"
243,4510,4.0,0,"Forsterstrasse 67, 8044 Zürich"
244,2380,2.0,0,"Forsterstrasse 67, 8044 Zürich"
245,6340,5.5,155,"Forsterstrasse 67, 8044 Zürich"
246,4690,4.0,96,"Seefeldstrasse 47, 8008 Zürich"
247,5105,3.5,114,"Fritz Fleiner-Weg 11, 8044 Zürich"
248,3930,2.5,79,"Lavaterstr. 63, 8002 Zürich"
249,2844,2.0,71,"Richard-Wagner-Strasse 23, 8002 Zürich"
250,4430,3.5,120,"Buckhauserstrasse 45, 8048 Zürich"
251,4560,3.5,93,"Stauffacherquai 56, 8004 Zürich"
252,2582,3.0,65,"Querstrasse 15, 8050 Zürich"
253,3445,3.5,84,"Trichtenhausenstrasse 86, 8053 Zürich"
254,4370,4.0,96,"Schulhausstrasse 36, 8002 Zürich"
255,2620,2.5,71,"Eggbühlstrasse 9, 8050 Zürich"
256,2099,2.0,57,"Scheuchzerstrasse 120, 8006 Zürich"
257,1490,1.0,31,"Riedenhaldenstrasse 68, 8046 Zürich"
258,2862,3.5,106,"Reinhold-Frei-Strasse 68, 8049 Zürich"
259,4459,4.0,102,"Baslerstrasse 77, 8048 Zürich"
260,1800,1.5,38,"Josefstr. 129, 8005 Zürich"
261,3685,3.5,98,"Sonnenbergstr. 5, 8032 Zürich"
262,5165,4.5,106,"Wiedingstrasse 87b, 8045 Zürich"
263,2088,2.5,72,"Fellenbergstrasse 289, 8047 Zürich"
264,2933,3.5,97,"Armin-Bollinger-Weg 7, 8050 Zürich"
265,5475,3.5,105,"Bürglistr. 25, 8002 Zürich"
266,3839,3.0,83,"Baslerstrasse 77, 8048 Zürich"
267,4090,4.5,148,"Schaffhauserstrasse 363, 8050 Zürich"
268,2995,2.5,115,"Tulpenstrasse 43, 8051 Zürich"
269,2890,3.5,100,"Hagenholzstrasse 76, 8050 Zürich"
270,3060,2.5,65,"Letzigraben 116, 8047 Zürich"
271,3941,3.5,103,"Scheuchzerstrasse 66, 8006 Zürich"
272,3738,2.5,87,"Karl-Stauffer-Strasse 8, 8008 Zürich"
273,2833,3.5,84,"Hagenholzstrasse 62, 8050 Zürich"
274,2501,2.0,50,"Hohenbühlstrasse 4, 8032 Zürich"
275,3492,3.5,84,"Trichtenhausenstrasse 82, 8053 Zürich"
276,3685,3.5,102,"Birchstrasse 183B, 8050 Zürich"
277,1900,3.0,58,"Ziegelstrasse 12, 8038 Zürich"
278,3045,3.0,63,"Neugasse 41, 8005 Zürich"
279,2410,2.5,76,"Tuchmacherstrasse 34, 8041 Zürich"
280,2638,3.5,75,"Leimgrübelstrasse 16, 8052 Zürich"
281,3450,3.5,74,"Strassburgstrasse 15, 8004 Zürich"
282,3400,4.5,95,"Sonnhaldenstrasse 7, 8032 Zürich"
283,2310,3.0,69,"David Hess-Weg 6, 8038 Zürich"
284,2450,2.5,54,"Hurdäckerstrasse 1a, 8049 Zürich"
285,1560,2.0,63,"Luegislandstrasse 498, 8051 Zürich"
286,4990,3.5,173,"Albulastrasse 60, 8048 Zürich"
287,3245,2.5,98,"Hinterbergstrasse 106, 8044 Zürich"
288,3350,2.5,78,"Feldblumenweg 14, 8048 Zürich"
289,2540,4.0,95,"Oetlisbergstrasse 7, 8053 Zürich"
290,3500,4.0,99,"Witikonerstrasse 93, 8053 Zürich"
291,4470,4.5,101,"Letzigraben 116, 8047 Zürich"
292,3270,3.0,88,"Schneckenmannstrasse 9, 8044 Zürich"
293,3525,2.5,56,"Steinstrasse 27, 8003 Zürich"
294,1930,3.0,60,"Caspar Wüst-Strasse 42, 8052 Zürich"
295,2380,3.0,76,"Waffenplatzstrasse 80, 8002 Zürich"
296,4065,4.0,88,"Schaffhauserstrasse 30, 8006 Zürich"
297,2350,2.0,55,"Steinstrasse 35, 8003 Zurich"
298,3490,3.0,95,"Pflugstr. 20, 8006 Zürich"
299,4590,5.5,147,"Spindelstrasse 15, 8041 Zürich"
300,3815,3.0,84,"Fritz Fleiner-Weg 11, 8044 Zürich"
301,4766,4.5,111,"Limmatquai 86/2, 8001 Zürich"
302,3813,2.5,70,"Jenatschstrasse 5, 8002 Zürich"
303,2641,2.5,58,"Franklinstrasse 12, 8050 Zürich"
304,8980,4.5,161,"General Guisan-Quai 36, 8002 Zürich"
305,3110,2.5,92,"Edisonstrasse 5, 8050 Zürich"
306,5300,3.5,103,"Bürglistr. 25, 8002 Zürich"
307,4660,5.5,147,"Spindelstrasse 15, 8041 Zürich"
308,2600,4.0,97,"Schaffhauserstrasse 457, 8052 Zürich"
309,3939,3.5,75,"Forchstr. 26, 8008 Zürich"
310,5645,5.0,131,"Rigistr. 52, 8006 Zürich"
311,3110,2.5,115,"Tulpenstrasse 43, 8051 Zürich"
312,3410,3.5,73,"Hohlstrasse 27, 8004 Zürich"
313,4410,5.5,130,"Schulstrasse 28, 8050 Zürich"
314,2122,1.5,24,"Hagenholzstrasse 59, 8050 Zürich"
315,2035,1.5,23,"Bernerstrasse S 169, 8048 Zürich"
316,1753,2.0,47,"Gutstrasse 158 160 162, 8055 Zürich"
317,3831,3.5,124,"Eulenweg 19, 8048 Zürich"
318,2420,2.0,44,"Josefstrasse 202, 8005 Zürich"
319,3090,2.5,84,"Albisstrasse 114, 8038 Zürich"
320,2110,3.5,83,"Wildenstrasse 15, 8049 Zürich"
321,2100,2.0,59,"Alfred Escher-Str. 36, 8002 Zürich"
322,2100,2.0,59,"Alfred Escher-Str. 36, 8002 Zürich"
323,2080,2.0,59,"Alfred Escher-Str. 36, 8002 Zürich"
324,1770,1.5,25,"Müllerstrasse 76, 8004 Zürich"
325,2014,2.5,62,"Hätzlergasse 28, 8048 Zürich"
326,2820,2.5,75,"Buckhauserstrasse 49, 8048 Zürich"
327,2874,5.0,97,"Im Sträler 9, 8047 Zürich"
328,1770,2.0,53,"Oerlikonerstr. 3, 8057 Zürich"
